process_id,detail_id,master_desc,remark
0008W235,E20700199,Entity,ESEC-2100
0008W235,E20700199,Entity,ESEC-2100
0008W235,E20700199,Entity,ESEC-2100
0008W235,O20700198,Lot Size,3200
0008W235,R20100698,Entity Code,Y
0008W235,R21500198,PTN no,05
0008W235,S20400199,Support Entity,Dual
0008W235,S20400199,Support Entity,Dual
0008W235,S22000102,Support Entity,
0008W235,S22000103,Support Entity,FG085A-CD2911.5-06A
0008W257,E20700199,Entity,DB-700
0008W257,E20700199,Entity,DB-700
0008W257,E20700199,Entity,DB-700
0008W257,O20700198,Lot Size,1600
0008W257,R20100698,Entity Code,S
0008W257,S20400102,Support Entity,
0008W257,S20400102,Support Entity,
0008W376ENG,O20700198,Lot Size,1280
0008W376ENG,S20400102,Support Entity,
0008W376ENG,S20400102,Support Entity,
0008W393,O20700198,Lot Size,1120
0008W393,R20100698,Entity Code,S
0008W393,S20400102,Support Entity,
0008W393,S20400102,Support Entity,
0008W725,O20700198,Lot Size,3500
0008W725,R20100698,Entity Code,L
0008W725,S20400199,Support Entity,Dual
0008W725,S20400199,Support Entity,Dual
0008W772,O20700198,Lot Size,2500
0008W772,R20100698,Entity Code,C
0008W772,S20400102,Support Entity,
0008W772,S20400102,Support Entity,
0008W809,O20700198,Lot Size,1800
0008W809,R20100698,Entity Code,J
0008W809,S20400102,Support Entity,
0008W809,S20400102,Support Entity,
0008W904,O20700198,Lot Size,1600
0008W904,R20100698,Entity Code,H
0008W904,S20400102,Support Entity,
0008W904,S20400102,Support Entity,
0008W906,O20700198,Lot Size,1600
0008W906,S20400102,Support Entity,
0008W906,S20400102,Support Entity,
0008W918,O20700198,Lot Size,1600
0008W918,S20400102,Support Entity,
0008W918,S20400102,Support Entity,
0008W999,E20700199,Entity,ESEC-2100
0008W999,E20700199,Entity,ESEC-2100
0008W999,E20700199,Entity,ESEC-2100
0008W999,O20700198,Lot Size,4760
0008W999,R20100698,Entity Code,Y
0008W999,R20800698,PTN No,DV-026
0008W999,R21500198,PTN no,05
0008W999,R31500198,PTN no,05
0008W999,S20400199,Support Entity,Dual
0008W999,S20400199,Support Entity,Dual
0008W999,S22000102,Support Entity,
0008W999,S22000103,Support Entity,SI-23066-283F12
0008W999,S32000102,Support Entity,
0008W999,S32000104,Support Entity,SI-23066-283F12
0008WA109,O20700198,Lot Size,950
0008WA109,R20100698,Entity Code,I
0008WA109,S20400102,Support Entity,
0008WA109,S20400102,Support Entity,
0008WA132,O20700198,Lot Size,720
0008WA132,R20100698,Entity Code,H
0008WA132,S20400102,Support Entity,
0008WA132,S20400102,Support Entity,
0008WA133,O20700198,Lot Size,720
0008WA133,R20100698,Entity Code,H
0008WA133,S20400102,Support Entity,
0008WA133,S20400102,Support Entity,
0008WA134,O20700198,Lot Size,720
0008WA134,R20100698,Entity Code,H
0008WA134,S20400102,Support Entity,
0008WA134,S20400102,Support Entity,
0008WA178,E20700199,Entity,DB-800
0008WA178,E20700199,Entity,DB-800
0008WA178,E20700199,Entity,DB-800
0008WA178,O20700198,Lot Size,720
0008WA178,R20100698,Entity Code,H
0008WA178,S20400102,Support Entity,
0008WA178,S20400102,Support Entity,
0008WA208,O20700198,Lot Size,1200
0008WA208,R20100698,Entity Code,I
0008WA220,O20700198,Lot Size,3520
0008WA220,R20100698,Entity Code,E
0008WA220,S20400102,Support Entity,
0008WA220,S20400102,Support Entity,
0008WA224,O20700198,Lot Size,2880
0008WA224,R20100698,Entity Code,J
0008WA224,S20400102,Support Entity,
0008WA224,S20400102,Support Entity,
0008WA246,O20700198,Lot Size,2520
0008WA246,R20100698,Entity Code,Y
0008WA246,S20400102,Support Entity,
0008WA246,S20400102,Support Entity,
0008WA401,O20700198,Lot Size,950
0008WA401,R20100698,Entity Code,I
0008WA407,O20700198,Lot Size,720
0008WA407,R20100698,Entity Code,G
0008WA407,S20400102,Support Entity,
0008WA407,S20400102,Support Entity,
0008WA408,O20700198,Lot Size,2400
0008WA408,R20100698,Entity Code,Y
0008WA408,S20400102,Support Entity,
0008WA408,S20400102,Support Entity,
0008WA411,O20700198,Lot Size,720
0008WA411,R20100698,Entity Code,C
0008WA411,S20400102,Support Entity,
0008WA411,S20400102,Support Entity,
0008WA412,O20700198,Lot Size,720
0008WA412,R20100698,Entity Code,C
0008WA412,S20400102,Support Entity,
0008WA412,S20400102,Support Entity,
0008WA414,O20700198,Lot Size,1280
0008WA414,R20100698,Entity Code,Y
0008WA414,S20400102,Support Entity,
0008WA414,S20400102,Support Entity,
0008WA415,O20700198,Lot Size,1280
0008WA415,R20100698,Entity Code,Y
0008WA415,S20400102,Support Entity,
0008WA415,S20400102,Support Entity,
0008WA416,O20700198,Lot Size,1280
0008WA416,R20100698,Entity Code,Y
0008WA416,S20400102,Support Entity,
0008WA416,S20400102,Support Entity,
0008WA81ENG,O20700198,Lot Size,1200
0008WA81ENG,R20100698,Entity Code,D
0008WA81ENG,S20400102,Support Entity,
0008WA81ENG,S20400102,Support Entity,
0008WA85,O20700198,Lot Size,6160
0008WA85,R20100698,Entity Code,M
0008WA85,S20400102,Support Entity,
0008WA85,S20400102,Support Entity,
0008WA92,O20700198,Lot Size,4320
0008WA92,R20100698,Entity Code,C
0008WA92,S20400102,Support Entity,
0008WA92,S20400102,Support Entity,
0008WAA10,O20700198,Lot Size,2400
0008WAA10,R20100698,Entity Code,Y
0008WAA10,S20400102,Support Entity,
0008WAA10,S20400102,Support Entity,
0008WAA9,O20700198,Lot Size,2400
0008WAA9,R20100698,Entity Code,Y
0008WAA9,S20400102,Support Entity,
0008WAA9,S20400102,Support Entity,
0008WDAE001,R20100698,Entity Code,Y
0008WDAF001,R20100698,Entity Code,Y
0008WFCB001,R20100698,Entity Code,Y
0008WLAS001,R20100698,Entity Code,Y
0008WPRT001,R20100698,Entity Code,Y
0008WS201,O20700198,Lot Size,2880
0008WS201,R20100698,Entity Code,Y
0008WS201,S20400102,Support Entity,
0008WS201,S20400102,Support Entity,
0008WS288,E20700199,Entity,DB-700
0008WS288,E20700199,Entity,DB-700
0008WS288,E20700199,Entity,DB-700
0008WS288,O20700198,Lot Size,5760
0008WS288,R20100698,Entity Code,G
0008WS288,S20400102,Support Entity,
0008WS288,S20400102,Support Entity,
0008WS323,E20700199,Entity,DB-700
0008WS323,E20700199,Entity,DB-700
0008WS323,E20700199,Entity,DB-700
0008WS323,O20700198,Lot Size,5760
0008WS323,R20100698,Entity Code,L
0008WS323,S20400102,Support Entity,
0008WS323,S20400102,Support Entity,
0008WS329,O20700198,Lot Size,720
0008WS329,R20100698,Entity Code,L
0008WS329,S20400199,Support Entity,Dual
0008WS329,S20400199,Support Entity,Dual
0008WS350,O20700198,Lot Size,2400
0008WS350,R20100698,Entity Code,Y
0008WS350,S20400102,Support Entity,
0008WS350,S20400102,Support Entity,
0008WSA7,O20700198,Lot Size,360
0008WSA7,R20100698,Entity Code,L
0008WSA7,S20400102,Support Entity,
0008WSA7,S20400102,Support Entity,
0008WSMT001,R20100698,Entity Code,Y
000IA003,O20220198,PTN No,12
000IA003,O20700198,Lot Size,999999
000IA003,R20100698,Entity Code,C
000IA003,S20400102,Support Entity,
000IA003,S20400102,Support Entity,
000IA009,O20700198,Lot Size,999999
000IA009,R20100698,Entity Code,Y
000IA009,S20400102,Support Entity,
000IA009,S20400102,Support Entity,
000IA010,O20220198,PTN No,12
000IA010,O20700198,Lot Size,999999
000IA010,R20100698,Entity Code,C
000IA010,S20400102,Support Entity,
000IA010,S20400102,Support Entity,
000IA031,O20700198,Lot Size,999999
000IA031,R20100698,Entity Code,Y
000IA031,S20400102,Support Entity,
000IA031,S20400102,Support Entity,
000IA033,O20700198,Lot Size,999999
000IA033,R20100698,Entity Code,Y
000IA033,S20400102,Support Entity,
000IA033,S20400102,Support Entity,
000IA034,O20700198,Lot Size,999999
000IA034,R20100698,Entity Code,Y
000IA034,S20400102,Support Entity,
000IA034,S20400102,Support Entity,
000IA039,O20700198,Lot Size,999999
000IA039,R20100698,Entity Code,Y
000IA039,S20400102,Support Entity,
000IA039,S20400102,Support Entity,
000IA040,O20700198,Lot Size,999999
000IA040,R20100698,Entity Code,Y
000IA045,O20700198,Lot Size,999999
000IA045,R20100698,Entity Code,Y
000IA066,O20220198,PTN No,12
000IA066,O20700198,Lot Size,999999
000IA066,R20100698,Entity Code,X
000IA068,O20700198,Lot Size,999999
000IA068,R20100698,Entity Code,Y
000IA068,S20400102,Support Entity,
000IA068,S20400102,Support Entity,
000IA073ENG,O20220198,PTN No,12
000IA073ENG,O20700198,Lot Size,999999
000IA073ENG,R20100698,Entity Code,O
000IA073ENG,S20400102,Support Entity,
000IA073ENG,S20400102,Support Entity,
000IA081,O20220198,PTN No,12
000IA081,O20700198,Lot Size,999999
000IA081,R20100698,Entity Code,V
000IA081,S20400102,Support Entity,
000IA081,S20400102,Support Entity,
000IA085,O20700198,Lot Size,999999
000IA085,R20100698,Entity Code,Y
000IA089,O20700198,Lot Size,999999
000IA089,R20100698,Entity Code,Y
000IA104,O20220198,PTN No,12
000IA104,O20700198,Lot Size,999999
000IA104,R20100698,Entity Code,X
000IA114,O20700198,Lot Size,999999
000IA114,R20100698,Entity Code,Y
000IA116,O20700198,Lot Size,999999
000IA116,R20100698,Entity Code,Y
000IA119,O20220198,PTN No,12
000IA119,O20700198,Lot Size,999999
000IA119,R20100698,Entity Code,V
000IA119,S20400102,Support Entity,
000IA119,S20400102,Support Entity,
000IA125,O20700198,Lot Size,999999
000IA125,R20100698,Entity Code,Y
000IA125,S20400102,Support Entity,
000IA125,S20400102,Support Entity,
000IA138,O20700198,Lot Size,999999
000IA138,R20100698,Entity Code,Y
000IA138,S20400102,Support Entity,
000IA138,S20400102,Support Entity,
000IA143,O20700198,Lot Size,999999
000IA143,R20100698,Entity Code,Y
000IA147,O20700198,Lot Size,999999
000IA147,R20100698,Entity Code,Y
000IA149,O20700198,Lot Size,999999
000IA149,R20100698,Entity Code,Y
000IA149,S20400102,Support Entity,
000IA149,S20400102,Support Entity,
000IA162,O20220198,PTN No,12
000IA162,O20700198,Lot Size,999999
000IA162,R20100698,Entity Code,X
000IA162,S20400199,Support Entity,Dual
000IA162,S20400199,Support Entity,Dual
000IA163,O20220198,PTN No,12
000IA163,O20700198,Lot Size,999999
000IA163,R20100698,Entity Code,C
000IA163,S20400102,Support Entity,
000IA163,S20400102,Support Entity,
000IA171,O20220198,PTN No,12
000IA171,O20700198,Lot Size,999999
000IA171,R20100698,Entity Code,X
000IA171,S20400102,Support Entity,
000IA171,S20400102,Support Entity,
000IA179,O20220198,PTN No,12
000IA179,O20700198,Lot Size,999999
000IA179,R20100698,Entity Code,C
000IA179,S20400102,Support Entity,
000IA179,S20400102,Support Entity,
000IA190,O20220198,PTN No,12
000IA190,O20700198,Lot Size,999999
000IA190,R20100698,Entity Code,C
000IA190,S20400102,Support Entity,
000IA190,S20400102,Support Entity,
000IA192,O20700198,Lot Size,999999
000IA192,R20100698,Entity Code,Y
000IA192,S20400102,Support Entity,
000IA192,S20400102,Support Entity,
000IA193,O20700198,Lot Size,999999
000IA193,R20100698,Entity Code,Y
000IA208,O20700198,Lot Size,999999
000IA208,R20100698,Entity Code,C
000IA208,S20400199,Support Entity,Dual
000IA208,S20400199,Support Entity,Dual
000IA218,O20700198,Lot Size,999999
000IA218,R20100698,Entity Code,Y
000IA218,S20400102,Support Entity,
000IA218,S20400102,Support Entity,
000IA220,O20700198,Lot Size,999999
000IA220,R20100698,Entity Code,Y
000IA220,S20400102,Support Entity,
000IA220,S20400102,Support Entity,
000IA232,O20700198,Lot Size,999999
000IA232,R20100698,Entity Code,Y
000IA235,O20700198,Lot Size,999999
000IA235,R20100698,Entity Code,Y
000IA235,S20400102,Support Entity,
000IA235,S20400102,Support Entity,
000IA250,O20220198,PTN No,12
000IA250,O20700198,Lot Size,999999
000IA250,R20100698,Entity Code,X
000IA250,S20400102,Support Entity,
000IA250,S20400102,Support Entity,
000IA258,O20220198,PTN No,12
000IA258,O20700198,Lot Size,999999
000IA258,R20100698,Entity Code,O
000IA259,O20700198,Lot Size,999999
000IA259,R20100698,Entity Code,Y
000IA261,O20700198,Lot Size,999999
000IA261,R20100698,Entity Code,Y
000IA261,S20400102,Support Entity,
000IA261,S20400102,Support Entity,
000IA283,O20220198,PTN No,12
000IA283,O20700198,Lot Size,999999
000IA283,R20100698,Entity Code,B
000IA283,S20400102,Support Entity,
000IA283,S20400102,Support Entity,
000IA284,O20220198,PTN No,12
000IA284,O20700198,Lot Size,999999
000IA284,R20100698,Entity Code,T
000IA284,S20400102,Support Entity,
000IA284,S20400102,Support Entity,
000IA292,O20220198,PTN No,12
000IA292,O20700198,Lot Size,999999
000IA292,R20100698,Entity Code,C
000IA292,S20400102,Support Entity,
000IA292,S20400102,Support Entity,
000IA298,O20220198,PTN No,12
000IA298,O20700198,Lot Size,999999
000IA298,R20100698,Entity Code,N
000IA298,S20400102,Support Entity,
000IA298,S20400102,Support Entity,
000IA299,O20220198,PTN No,12
000IA299,O20700198,Lot Size,999999
000IA299,R20100698,Entity Code,O
000IA299,S20400102,Support Entity,
000IA299,S20400102,Support Entity,
000IA310,O20700198,Lot Size,999999
000IA310,R20100698,Entity Code,T
000IA313,O20700198,Lot Size,999999
000IA313,R20100698,Entity Code,Y
000IA317,O20700198,Lot Size,999999
000IA317,R20100698,Entity Code,Y
000IA320,O20220198,PTN No,12
000IA320,O20700198,Lot Size,999999
000IA320,R20100698,Entity Code,C
000IA320,S20400102,Support Entity,
000IA320,S20400102,Support Entity,
000IA325,O20700198,Lot Size,999999
000IA325,R20100698,Entity Code,Y
000IA325,S20400102,Support Entity,
000IA325,S20400102,Support Entity,
000IA333,O20700198,Lot Size,999999
000IA333,S20400102,Support Entity,
000IA333,S20400102,Support Entity,
000IA335,O20700198,Lot Size,999999
000IA335,R20100698,Entity Code,T
000IA335,S20400102,Support Entity,
000IA335,S20400102,Support Entity,
000IA347,O20700198,Lot Size,999999
000IA347,R20100698,Entity Code,X
000IA347,S20400102,Support Entity,
000IA347,S20400102,Support Entity,
000IA348,O20700198,Lot Size,999999
000IA348,R20100698,Entity Code,X
000IA348,S20400102,Support Entity,
000IA348,S20400102,Support Entity,
000IA349,O20700198,Lot Size,99999
000IA349,R20100698,Entity Code,C
000IA349,S20400102,Support Entity,
000IA349,S20400102,Support Entity,
000IA350,O20700198,Lot Size,99999
000IA350,R20100698,Entity Code,C
000IA350,S20400102,Support Entity,
000IA350,S20400102,Support Entity,
000IAE001,O20700198,Lot Size,999999
000IAE001,R20100698,Entity Code,T
000IAE001,S20400102,Support Entity,
000IAE001,S20400102,Support Entity,
000IAE002,O20700198,Lot Size,999999
000IAE002,R20100698,Entity Code,T
000IAE002,S20400102,Support Entity,
000IAE002,S20400102,Support Entity,
000IAE003,O20220198,PTN No,12
000IAE003,O20700198,Lot Size,99999
000IAE003,R20100698,Entity Code,T
000IAE003,S20400102,Support Entity,
000IAE003,S20400102,Support Entity,
000IAE22ENG,O20700198,Lot Size,999999
000IAE22ENG,R20100698,Entity Code,O
0083X005,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0083X005,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0083X005,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0083X005,E22000199,Entity,SHINKAWA UTC-1000/1000S;2000/2000S
0083X005,E22000199,Entity,SHINKAWA UTC-1000/1000S;2000/2000S
0083X005,O20700198,Lot Size,4810
0083X005,R20100698,Entity Code,C
0083X005,R20800698,PTN No,DV-009
0083X005,R21500198,PTN no,05
0083X005,R22250198,PTN No,05
0083X005,R22500198,PTN no,02
0083X005,R23300398,PTN no,06
0083X005,S20400102,Support Entity,
0083X005,S20400102,Support Entity,
0083X005,S22000101,Support Entity,FC10C-CC3516-06A
0083X005,S22000102,Support Entity,
0086A021,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0086A021,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0086A021,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0086A021,E22000298,Entity (KNS),Maxum Plus
0086A021,E22500199,Entity,TEPLA
0086A021,O20700198,Lot Size,1600
0086A021,R20100698,Entity Code,C
0086A021,R20510198,PTN No,15
0086A021,R20800698,PTN No,11
0086A021,R21400198,PTN no,66
0086A021,R21400198,PTN no,66
0086A021,R21500198,PTN no,05
0086A021,R22500198,PTN no,02
0086A021,R23300398,PTN no,01
0086A021,S20400199,Support Entity,Dual
0086A021,S20400199,Support Entity,Dual
0086A021,S22000102,Support Entity,
0086A021,S22000103,Support Entity,FG085A-CD2911.5-06A
0086A050,E20700199,Entity,ESEC-2100
0086A050,E20700199,Entity,ESEC-2100
0086A050,E20700199,Entity,ESEC-2100
0086A050,E21300199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0086A050,E22000298,Entity (KNS),Maxum Plus
0086A050,E22500199,Entity,TEPLA
0086A050,O20700198,Lot Size,3200
0086A050,R20510198,PTN No,15
0086A050,R20800698,PTN No,11
0086A050,R21400198,PTN no,66
0086A050,R21400198,PTN no,66
0086A050,R21500198,PTN no,05
0086A050,R22500198,PTN no,02
0086A050,R23300398,PTN no,01
0086A050,S20400102,Support Entity,
0086A050,S20400102,Support Entity,
0086A050,S22000102,Support Entity,
0086A050,S22000103,Support Entity,SU-22061-263E12
0086A083,E20700199,Entity,ESEC-2100
0086A083,E20700199,Entity,ESEC-2100
0086A083,E20700199,Entity,ESEC-2100
0086A083,E21300199,Entity,DB-800; DB-700; DB-830
0086A083,E21500199,Entity,MARCH_FAST
0086A083,E22000298,Entity (KNS),Maxum Plus
0086A083,E22500199,Entity,TEPLA
0086A083,O20700198,Lot Size,1600
0086A083,R20510198,PTN No,15
0086A083,R20800698,PTN No,11
0086A083,R21400198,PTN no,66
0086A083,R21400198,PTN no,66
0086A083,R21500198,PTN no,05
0086A083,R22500198,PTN no,02
0086A083,R23300398,PTN no,01
0086A083,S20400199,Support Entity,Dual
0086A083,S20400199,Support Entity,Dual
0086A083,S22000102,Support Entity,
0086A083,S22000103,Support Entity,SU-22061-263E12
0086A107,E20700199,Entity,ESEC-2100
0086A107,E20700199,Entity,ESEC-2100
0086A107,E20700199,Entity,ESEC-2100
0086A107,E21300199,Entity,DB-800;  DB-830
0086A107,E22000298,Entity (KNS),Maxum Plus
0086A107,E22500199,Entity,TEPLA
0086A107,O20700198,Lot Size,1600
0086A107,R20510198,PTN No,15
0086A107,R20800698,PTN No,DV-028
0086A107,R21400198,PTN no,66
0086A107,R21400198,PTN no,66
0086A107,R21500198,PTN no,05
0086A107,R22500198,PTN no,02
0086A107,R23300398,PTN no,01
0086A107,S20400199,Support Entity,Dual
0086A107,S20400199,Support Entity,Dual
0086A107,S22000102,Support Entity,
0086A107,S22000103,Support Entity,SU-22061-263E12
0086A111,E20700199,Entity,ESEC-2100
0086A111,E20700199,Entity,ESEC-2100
0086A111,E20700199,Entity,ESEC-2100
0086A111,E21300199,Entity,DB-800; DB-700; DB-830
0086A111,E22000298,Entity (KNS),Ultra; Iconn; Maxum Plus
0086A111,E22500199,Entity,TEPLA
0086A111,O20700198,Lot Size,1600
0086A111,R20510198,PTN No,15
0086A111,R20800698,PTN No,11
0086A111,R21400198,PTN no,66
0086A111,R21400198,PTN no,66
0086A111,R21500198,PTN no,05
0086A111,R22500198,PTN no,02
0086A111,R23300398,PTN no,01
0086A111,S20400102,Support Entity,
0086A111,S20400102,Support Entity,
0086A111,S22000102,Support Entity,
0086A111,S22000103,Support Entity,SU-22061-263E12
0086A123,E20700199,Entity,ESEC 2100SD
0086A123,E20700199,Entity,ESEC 2100SD
0086A123,E20700199,Entity,ESEC 2100SD
0086A123,E21300199,Entity,ESEC 2100SD / DB800 /DB830
0086A123,E22000298,Entity (KNS),Ultra; Iconn
0086A123,E22500102,Entity,
0086A123,O20700198,Lot Size,1600
0086A123,R20510198,PTN No,15
0086A123,R20800698,PTN No,11
0086A123,R21400198,PTN no,66
0086A123,R21400198,PTN no,66
0086A123,R21500198,PTN no,05
0086A123,R22500198,PTN no,02
0086A123,R23300398,PTN no,01
0086A123,S20400199,Support Entity,Dual
0086A123,S20400199,Support Entity,Dual
0086A123,S22000102,Support Entity,
0086A123,S22000103,Support Entity,SU-22061-263E12
0086A125,E20700199,Entity,ESEC-2100
0086A125,E20700199,Entity,ESEC-2100
0086A125,E20700199,Entity,ESEC-2100
0086A125,E21300199,Entity,ESEC-2100; DB-800; DB-830
0086A125,E22000298,Entity (KNS),Maxum Plus
0086A125,E22500102,Entity,
0086A125,O20700198,Lot Size,1600
0086A125,R20510198,PTN No,15
0086A125,R20800698,PTN No,DV-028
0086A125,R21400198,PTN no,66
0086A125,R21400198,PTN no,66
0086A125,R21500198,PTN no,05
0086A125,R22500198,PTN no,02
0086A125,R23300398,PTN no,01
0086A125,S20400102,Support Entity,
0086A125,S20400102,Support Entity,
0086A125,S22000102,Support Entity,
0086A125,S22000103,Support Entity,SU-22061-263E12
0086A128,E20700199,Entity,ESEC-2100
0086A128,E20700199,Entity,ESEC-2100
0086A128,E20700199,Entity,ESEC-2100
0086A128,E21300199,Entity,ESEC-2100; DB-800; DB-830
0086A128,E22000298,Entity (KNS),Iconn;Iconn Plus;RAPID
0086A128,E22500102,Entity,
0086A128,O20700198,Lot Size,1600
0086A128,R20510198,PTN No,15
0086A128,R20800698,PTN No,11
0086A128,R21400198,PTN no,66
0086A128,R21400198,PTN no,66
0086A128,R21500198,PTN no,05
0086A128,R22500198,PTN no,02
0086A128,R23300398,PTN no,01
0086A128,S20400102,Support Entity,
0086A128,S20400102,Support Entity,
0086A128,S22000102,Support Entity,
0086A128,S22000103,Support Entity,SU-22061-263E12
0086A137,E20700199,Entity,ESEC-2100
0086A137,E20700199,Entity,ESEC-2100
0086A137,E20700199,Entity,ESEC-2100
0086A137,E21300199,Entity,ESEC-2100; DB-800; DB-830
0086A137,E22000298,Entity (KNS),Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A137,E22500102,Entity,
0086A137,O20700198,Lot Size,1600
0086A137,R20510198,PTN No,15
0086A137,R20800698,PTN No,DV-028
0086A137,R21400198,PTN no,66
0086A137,R21400198,PTN no,66
0086A137,R21500198,PTN no,05
0086A137,R22500198,PTN no,02
0086A137,R23300398,PTN no,01
0086A137,S20400102,Support Entity,
0086A137,S20400102,Support Entity,
0086A137,S22000102,Support Entity,
0086A137,S22000103,Support Entity,SU-22061-263E12
0086A138,E20700199,Entity,ESEC-2100
0086A138,E20700199,Entity,ESEC-2100
0086A138,E20700199,Entity,ESEC-2100
0086A138,E21300199,Entity,ESEC-2100; DB-800; DB-830
0086A138,E22000298,Entity (KNS),Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A138,E22500102,Entity,
0086A138,O20700198,Lot Size,1600
0086A138,R20510198,PTN No,15
0086A138,R20800698,PTN No,DV-028
0086A138,R21400198,PTN no,66
0086A138,R21400198,PTN no,66
0086A138,R21500198,PTN no,05
0086A138,R22500198,PTN no,02
0086A138,R23300398,PTN no,01
0086A138,S20400102,Support Entity,
0086A138,S20400102,Support Entity,
0086A138,S22000102,Support Entity,
0086A138,S22000103,Support Entity,SU-22061-263E12
0086A139,E20700199,Entity,ESEC-2100
0086A139,E20700199,Entity,ESEC-2100
0086A139,E20700199,Entity,ESEC-2100
0086A139,E21300199,Entity,ESEC-2100; DB-800; DB-830
0086A139,E22000298,Entity (KNS),Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A139,E22500102,Entity,
0086A139,O20700198,Lot Size,1600
0086A139,R20510198,PTN No,15
0086A139,R20800698,PTN No,DV-028
0086A139,R21400198,PTN no,66
0086A139,R21400198,PTN no,66
0086A139,R21500198,PTN no,05
0086A139,R22500198,PTN no,02
0086A139,R23300398,PTN no,01
0086A139,S20400102,Support Entity,
0086A139,S20400102,Support Entity,
0086A139,S22000102,Support Entity,
0086A139,S22000103,Support Entity,SU-22061-263E12
0086A140,E20700199,Entity,ESEC-2100
0086A140,E20700199,Entity,ESEC-2100
0086A140,E20700199,Entity,ESEC-2100
0086A140,E21300199,Entity,ESEC-2100; DB-800; DB-830
0086A140,E22000298,Entity (KNS),Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A140,E22500102,Entity,
0086A140,O20700198,Lot Size,1600
0086A140,R20510198,PTN No,15
0086A140,R20800698,PTN No,DV-028
0086A140,R21400198,PTN no,66
0086A140,R21400198,PTN no,66
0086A140,R21500198,PTN no,05
0086A140,R22500198,PTN no,02
0086A140,R23300398,PTN no,01
0086A140,S20400102,Support Entity,
0086A140,S20400102,Support Entity,
0086A140,S22000102,Support Entity,
0086A140,S22000103,Support Entity,SU-22061-263E12
0086B022,E20700199,Entity,ESEC-2100
0086B022,E20700199,Entity,ESEC-2100
0086B022,E20700199,Entity,ESEC-2100
0086B022,E21300199,Entity,DB-800; DB-830
0086B022,E21500199,Entity,MARCH_FAST
0086B022,E22000298,Entity (KNS),Iconn
0086B022,E22500199,Entity,Tepla-400/660
0086B022,O20700198,Lot Size,1600
0086B022,R20510198,PTN No,15
0086B022,R20800698,PTN No,11
0086B022,R21400198,PTN no,66
0086B022,R21400198,PTN no,66
0086B022,R21500198,PTN no,05
0086B022,R22500198,PTN no,02
0086B022,R23300398,PTN no,01
0086B022,R24250398,PTN no,
0086B022,S20400199,Support Entity,Dual
0086B022,S20400199,Support Entity,Dual
0086B022,S22000102,Support Entity,
0086B022,S22000103,Support Entity,SU-22061-263E12
0086B022,S23000102,Support Entity,1241E0MW14
0086B022,S23000102,Support Entity,1241E0MW14
0086B022,S23000102,Support Entity,1241E0MW14
008DR005,E20700199,Entity,DB-800/DB-700
008DR005,E20700199,Entity,DB-800/DB-700
008DR005,E20700199,Entity,DB-800/DB-700
008DR005,E22500199,Entity,E&R
008DR005,O20700198,Lot Size,11520
008DR005,R20100698,Entity Code,Y
008DR005,R20800698,PTN No,02
008DR005,R21500198,PTN no,05
008DR005,R22500198,PTN no,15
008DR005,R23300398,PTN no,06
008DR005,S20400102,Support Entity,
008DR005,S20400102,Support Entity,
008DR005,S22000102,Support Entity,
008DR005,S22000103,Support Entity,SU-25090-405F15
008DR008,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
008DR008,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
008DR008,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
008DR008,E21300199,Entity,ESEC-2100; DB-800; DB-700; DB-830
008DR008,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S/3000
008DR008,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S/3000
008DR008,E22500199,Entity,Tepla
008DR008,O20700198,Lot Size,2880
008DR008,R20100698,Entity Code,W
008DR008,R20800698,PTN No,66
008DR008,R21500198,PTN no,05
008DR008,R22500198,PTN no,02
008DR008,R23300398,PTN no,04
008DR008,R31400198,PTN no,66
008DR008,R31500198,PTN no,05
008DR008,S20400199,Support Entity,Dual
008DR008,S20400199,Support Entity,Dual
008DR008,S22000101,Support Entity,SI-20090-293E
008DR008,S22000102,Support Entity,
008DR008,S32000102,Support Entity,
008DR008,S32000103,Support Entity,SI-20090-293E
008DR011,E20700199,Entity,ESEC-2100; DB-800; DB-700
008DR011,E20700199,Entity,ESEC-2100; DB-800; DB-700
008DR011,E20700199,Entity,ESEC-2100; DB-800; DB-700
008DR011,E22000298,Entity (KNS),Ultra
008DR011,E22500199,Entity,E&R
008DR011,O20700198,Lot Size,5760
008DR011,R20100698,Entity Code,Y
008DR011,R20800698,PTN No,66
008DR011,R21500198,PTN no,06
008DR011,R22500198,PTN no,15
008DR011,R23300398,PTN no,13
008DR011,S20400102,Support Entity,
